74.12,0.06,4,0.00,s1,21,21,-58,s2,-17,26,-45,s3,-9,9,-18,s4,0,-2,3,s5,5,5,-4,s6,-4,0,-1,s7,3,0,-2,s8,-2,2,1,s9,6,-4,1,s10,-1,1,0,s11,2,1,2,s12,3,1,-2,s13,0,0,0,s14,0,0,0,s15,0,0,0,s16,0,0,0,
74.12,0.06,4,0.00,s1,25,26,-65,s2,-14,26,-54,s3,-10,16,-26,s4,-2,1,4,s5,7,2,-7,s6,0,-1,0,s7,0,2,1,s8,0,0,4,s9,2,4,-4,s10,-1,4,-1,s11,2,-1,2,s12,1,1,-5,s13,0,0,0,s14,0,0,0,s15,0,0,0,s16,0,0,0,
74.12,0.06,4,0.00,s1,23,25,-77,s2,-21,29,-61,s3,-10,14,-28,s4,-1,6,5,s5,9,5,-9,s6,0,4,-5,s7,6,1,4,s8,-3,-2,3,s9,0,1,-4,s10,1,-2,-6,s11,2,-3,4,s12,4,-4,-1,s13,0,0,0,s14,0,0,0,s15,0,0,0,s16,0,0,0,
74.12,0.06,4,0.00,s1,30,28,-87,s2,-25,28,-67,s3,-11,13,-36,s4,-6,-3,4,s5,3,4,-13,s6,2,3,-3,s7,2,2,-1,s8,1,0,5,s9,-2,2,-8,s10,0,-1,-1,s11,-1,3,3,s12,-1,-4,-2,s13,0,0,0,s14,0,0,0,s15,0,0,0,s16,0,0,0,
74.12,0.06,4,0.00,s1,29,34,-93,s2,-19,37,-70,s3,-14,12,-31,s4,-3,2,7,s5,0,5,-11,s6,0,0,-2,s7,-1,-5,1,s8,3,-1,6,s9,4,-1,-4,s10,5,-1,-1,s11,0,1,-1,s12,4,-4,-4,s13,0,0,0,s14,0,0,0,s15,0,0,0,s16,0,0,0,
74.12,0.06,4,0.00,s1,36,35,-104,s2,-26,36,-82,s3,-12,19,-45,s4,-3,2,9,s5,3,4,-16,s6,-3,-4,-1,s7,5,2,-3,s8,6,2,5,s9,0,-4,-6,s10,2,-3,-2,s11,1,-5,1,s12,6,-3,-2,s13,0,0,0,s14,0,0,0,s15,0,0,0,s16,0,0,0,
74.12,0.06,4,0.00,s1,36,38,-112,s2,-27,41,-88,s3,-14,18,-42,s4,-3,2,9,s5,4,2,-12,s6,-2,1,-5,s7,-3,-3,0,s8,0,-4,3,s9,5,-4,-7,s10,-6,-3,5,s11,2,1,-1,s12,-1,0,1,s13,0,0,0,s14,0,0,0,s15,0,0,0,s16,0,0,0,
74.12,0.06,4,0.00,s1,43,36,-122,s2,-34,44,-95,s3,-12,22,-45,s4,-7,2,7,s5,5,6,-18,s6,-2,3,-3,s7,-1,2,0,s8,4,-5,1,s9,-1,0,-6,s10,-1,3,0,s11,-3,1,5,s12,1,2,0,s13,0,0,0,s14,0,0,0,s15,0,0,0,s16,0,0,0,
74.12,0.06,4,0.00,s1,41,41,-128,s2,-26,47,-101,s3,-17,23,-47,s4,-1,0,6,s5,8,4,-18,s6,-1,3,-4,s7,-2,-1,-1,s8,2,-4,-2,s9,1,-5,-9,s10,-2,-2,2,s11,-2,-3,2,s12,0,-1,-3,s13,0,0,0,s14,0,0,0,s15,0,0,0,s16,0,0,0,
74.12,0.06,4,0.00,s1,44,43,-137,s2,-35,50,-107,s3,-16,23,-51,s4,-5,3,7,s5,5,5,-16,s6,-5,4,-4,s7,-2,-1,0,s8,1,-2,-2,s9,0,-2,-8,s10,-2,-5,3,s11,1,3,4,s12,2,1,1,s13,0,0,0,s14,0,0,0,s15,0,0,0,s16,0,0,0,
74.12,0.06,4,0.00,s1,45,46,-135,s2,-36,53,-114,s3,-18,20,-51,s4,-1,1,11,s5,5,7,-17,s6,0,5,-4,s7,-1,1,3,s8,6,-6,0,s9,0,1,-7,s10,0,-2,-2,s11,0,-2,-1,s12,2,-1,-1,s13,0,0,0,s14,0,0,0,s15,0,0,0,s16,0,0,0,
74.12,0.06,4,0.00,s1,49,46,-138,s2,-42,55,-120,s3,-19,25,-56,s4,-5,3,11,s5,12,5,-18,s6,-6,3,-3,s7,2,-4,0,s8,4,-4,4,s9,-2,1,-11,s10,0,-1,-2,s11,3,1,1,s12,-4,0,-1,s13,0,0,0,s14,0,0,0,s15,0,0,0,s16,0,0,0,
